Slice i -> i+1      Cluster ID i,i+1      Cluster size i,i+1                             Intersects                           Intersect ids
1->2                     94,96               10473,10441            0.9160698940131767,0.008116108087463,0.006588370094528788            96,54,2
2->3                     96,100               10441,10539            0.9236663154870223,0.008428311464419117,0.00651278613159659            100,60,553
3->4                     100,98               10539,10475            0.9161210741057026,0.009014137963753676,0.00654711073156846            98,58,410
4->5                     98,101               10475,10514            0.9178997613365155,0.00954653937947494,0.006300715990453461            101,59,118
5->6                     101,94               10514,10501            0.9183945215902606,0.008560015217804832,0.00713334601483736            94,59,119
6->7                     94,102               10501,10521            0.9174364346252738,0.008475383296828874,0.005523283496809828            102,62,122
7->8                     102,98               10521,10533            0.9196844406425245,0.009124607927003137,0.007318695941450432            98,57,116
8->9                     98,100               10533,10455            0.9133200417734738,0.009399031614924523,0.00579132251020602            100,59,834
9->10                     100,92               10455,10531            0.9243424198947872,0.008130081300813009,0.006217120994739359            92,59,842
10->11                     92,102               10531,10437            0.9132086221631374,0.008451239198556643,0.007311746272908556            102,59,119
11->12                     102,96               10437,10457            0.9238286864041391,0.007665037846124365,0.00670690811535882            96,56,552
12->13                     96,97               10457,10462            0.9182365879315291,0.009562972171750981,0.006694080520225686            97,58,540
13->14                     97,99               10462,10473            0.9188491684190403,0.008220225578283311,0.0059262091378321545            99,61,116
14->15                     99,100               10473,10511            0.9206531079919794,0.007638689964671059,0.005442566599828129            100,59,607
15->16                     100,97               10511,10420            0.9159927694795928,0.007896489392065456,0.007135381980782038            97,57,112
16->17                     97,97               10420,10520            0.9269673704414587,0.006333973128598848,0.006046065259117083            97,113,57
17->18                     97,91               10520,10548            0.9226235741444867,0.007224334600760456,0.007129277566539924            91,57,114
18->19                     91,100               10548,10555            0.9221653394008342,0.006446719757299962,0.006067500948047023            100,595,59
19->20                     100,103               10555,10584            0.9196589294173377,0.008526764566556135,0.006347702510658456            103,59,810
20->21                     103,96               10584,10567            0.918745275888133,0.007275132275132275,0.006235827664399093            96,57,115
21->22                     96,97               10567,10501            0.9177628465978991,0.008706349957414592,0.007381470616068894            97,56,581
22->23                     97,92               10501,10555            0.9234358632511189,0.007713551090372346,0.005428054471002762            92,58,801
23->24                     92,100               10555,10626            0.9210800568450971,0.008337280909521554,0.006252960682141166            100,59,118
24->25                     100,99               10626,10601            0.9158667419536984,0.009504987765857332,0.007905138339920948            99,59,65
25->26                     99,99               10601,10559            0.9187812470521649,0.008206772945948496,0.0074521271578153            99,58,114
26->27                     99,89               10559,10586            0.921015247656028,0.007671180983047637,0.00596647409792594            89,57,772
27->28                     89,97               10586,10645            0.9247118836198753,0.006140185150198375,0.005573398828641602            97,756,57
28->29                     97,86               10645,10623            0.9209018318459371,0.007139502113668389,0.006669798027242837            86,54,484
29->30                     86,98               10623,10590            0.9214911042078509,0.006777746399322226,0.005930528099406947            98,114,58
30->31                     98,93               10590,10645            0.9239848914069877,0.006043437204910292,0.0058545797922568464            93,55,110
31->32                     93,90               10645,10543            0.9173320807891029,0.00742132456552372,0.005730389854391733            90,57,508
32->33                     90,98               10543,10582            0.92838850422081,0.007777672389263018,0.006639476429858674            98,115,57
33->34                     98,91               10582,10601            0.9246834246834247,0.005859005859005859,0.005481005481005481            91,56,750
34->35                     91,97               10601,10514            0.9205735307989812,0.007640788604848599,0.005376851240449014            97,57,768
35->36                     97,95               10514,10593            0.9262887578466806,0.00646756705345254,0.006372455773254708            95,56,112
36->37                     95,96               10593,10611            0.9208911545360143,0.0076465590484282074,0.006230529595015576            96,747,56
37->38                     96,96               10611,10558            0.9208368674017529,0.008199038733389879,0.006408444067477146            96,57,111
38->39                     96,95               10558,10571            0.923754498958136,0.008240197007008903,0.005967039211971965            95,500,56
39->40                     95,96               10571,10522            0.9198751300728408,0.007094882224955066,0.006621890076624728            96,113,57
40->41                     96,98               10522,10567            0.92805550275613,0.006557688652347462,0.0059874548564911615            98,58,115
41->42                     98,97               10567,10537            0.923251632440617,0.006908299422731144,0.006435128229393395            97,113,55
42->43                     97,92               10537,10591            0.9274935940020879,0.007117775457910221,0.007022871785138085            92,37,172
43->44                     92,37               10591,10685            0.9238976489472194,0.005948446794448116,0.0054763478425077896            37,168,36
44->45                     37,37               10685,10622            0.9212915301824989,0.0070191857744501636,0.006738418343472157            37,340,36
45->46                     37,96               10622,10700            0.9241197514592355,0.007060817171907362,0.006119374882319714            96,37,345
46->47                     96,93               10700,10596            0.9157009345794392,0.007196261682242991,0.006448598130841122            93,337,36
47->48                     93,93               10596,10579            0.9245941864854662,0.007078142695356738,0.005379388448471121            93,248,38
48->49                     93,37               10579,10605            0.92844314207392,0.006711409395973154,0.0056716135740618205            37,36,172
49->50                     37,92               10605,10592            0.928052805280528,0.006694955209806695,0.005374823196605375            92,171,37
50->51                     92,91               10592,10599            0.9301359516616314,0.006703172205438066,0.006514350453172206            91,169,37
51->52                     91,39               10599,10617            0.9287668647985658,0.007547881875648646,0.006698745164638174            39,238,38
52->53                     39,89               10617,10594            0.9275689931242347,0.006875765282094754,0.005462936799472544            89,36,327
53->54                     89,39               10594,10569            0.9283556730224656,0.007079478950349254,0.006796299792335284            39,174,38
54->55                     39,91               10569,10629            0.9317816255085628,0.005676979846721544,0.0054877471851641595            91,37,239
55->56                     91,94               10629,10518            0.9226644086931979,0.00733841377363816,0.006962084862169536            94,50,124
56->57                     94,90               10518,9898            0.8634721429929645,0.005609431450846168,0.004753755466818787            90,244,120
57->58                     90,91               9898,9425            0.8897757122651041,0.00434431198221863,0.0029298848252172155            91,120,315
58->59                     91,542               9425,7989            0.7864190981432361,0.004137931034482759,0.0033952254641909816            542,118,482
59->60                     542,114               7989,3962            0.008261359369132557,0.0042558517962198025,0.004130679684566279            114,946,246
60->61                     114,118               3962,3959            0.8846542150429076,0.002523977788995457,0.002271580010095911            118,109,51
61->62                     118,120               3959,3904            0.8921444809295277,0.0035362465269007325,0.003283657489264966            120,111,245
